beername,active,rbid,rbbrewer,alcohol,description
Zeltbräu Schmidts Heiner Weisse Hell,1,4050,695,5,
Zeltbräu Schmidts Heiner Weisse Dunkel,1,4052,695,5,
Zeltbräu  Hofer Gassenhauer Dunkel,1,4044,695,5.3,
Zeltbräu Kristall-Pils,1,4046,695,4.8,
Zeltbräu Bayrisch Edelgold,1,4047,695,5.5,
Zeltbräu Schlappenbier,1,4048,695,6.5,
Zeltbräu Kristall Mild,1,89792,695,4.6,
Wolf-Bier Fuchsstadt Märzen Export,1,25649,3862,5.2,
Fuchsstadter Bock,1,40577,3862,7.2,
Fuchsstadter Radler,1,26862,3862,2.6,
Fuchsstadter Leichtes Weissbier,1,26864,3862,2.9,
Fuchsstadter Dunkles Weissbier,1,25999,3862,5.2,
Fuchsstadter Leichte,1,25998,3862,2.6,
Fuchsstadter Keller Pils,1,25997,3862,4.9,
